1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
1.54129E-05 0.387863 34.5186 
